sample	prj	mixNum	round	nCtg	cov	signal
Mix86	SARS-Cov-2 Study 1	5	2	14	99.8662	82.9666
Mix66	SARS-Cov-2 Study 1	5	2	196	99.8194	22.5883
Mix76	SARS-Cov-2 Study 1	5	2	271	99.8194	17.2522
Mix48	SARS-Cov-2 Study 1	5	2	77	99.8428	44.5281
Mix30	SARS-Cov-2 Study 1	5	2	291	99.8428	17.8219
Mix92	SARS-Cov-2 Study 1	5	2	148	99.7458	29.4827
Mix52	SARS-Cov-2 Study 1	5	2	250	99.7994	18.2891
Mix43	SARS-Cov-2 Study 1	5	2	42	99.6689	61.4078
Mix97	SARS-Cov-2 Study 1	5	2	395	99.8930	12.6862
Mix3	SARS-Cov-2 Study 1	5	2	108	99.6422	25.8715
Mix73	SARS-Cov-2 Study 1	5	2	266	99.7994	19.2324
Mix50	SARS-Cov-2 Study 1	5	2	199	99.7994	24.1876
Mix63	SARS-Cov-2 Study 1	5	2	34	99.8428	59.5489
Mix83	SARS-Cov-2 Study 1	5	2	37	99.6422	61.7380
Mix25	SARS-Cov-2 Study 1	5	2	99	99.7157	36.1476
Mix9	SARS-Cov-2 Study 1	5	2	23	99.7759	72.6985
Mix37	SARS-Cov-2 Study 1	5	2	208	99.7994	22.3076
Mix46	SARS-Cov-2 Study 1	5	2	33	99.8428	60.0220
Mix15	SARS-Cov-2 Study 1	5	2	37	99.8662	61.2977
Mix5	SARS-Cov-2 Study 1	5	2	42	99.8662	63.9164
Mix90	SARS-Cov-2 Study 1	5	2	14	99.9398	85.7957
Mix32	SARS-Cov-2 Study 1	5	2	320	99.7759	15.4527
Mix88	SARS-Cov-2 Study 1	5	2	47	99.8662	52.3068
Mix68	SARS-Cov-2 Study 1	5	2	46	99.8830	46.9843
Mix78	SARS-Cov-2 Study 1	5	2	57	99.7759	51.7799
Mix35	SARS-Cov-2 Study 1	5	2	253	99.7994	18.4958
Mix49	SARS-Cov-2 Study 1	5	2	149	99.8930	29.3560
Mix12	SARS-Cov-2 Study 1	5	2	34	99.8495	63.4290
Mix27	SARS-Cov-2 Study 1	5	2	328	99.8194	14.1023
Mix44	SARS-Cov-2 Study 1	5	2	52	99.7994	55.3684
Mix41	SARS-Cov-2 Study 1	5	2	234	99.7693	21.0643
Mix17	SARS-Cov-2 Study 1	5	2	280	99.7994	17.9240
Mix22	SARS-Cov-2 Study 1	5	2	244	99.7994	19.6287
Mix11	SARS-Cov-2 Study 1	5	2	232	99.7157	15.6014
Mix58	SARS-Cov-2 Study 1	5	2	43	99.7726	63.5784
Mix14	SARS-Cov-2 Study 1	5	2	20	99.8863	66.3008
Mix93	SARS-Cov-2 Study 1	5	2	77	99.8428	47.4912
Mix29	SARS-Cov-2 Study 1	5	2	16	97.7427	84.3138
Mix8	SARS-Cov-2 Study 1	5	2	93	99.8930	40.1331
Mix6	SARS-Cov-2 Study 1	5	2	36	99.6656	57.5058
Mix47	SARS-Cov-2 Study 1	5	2	290	99.7157	18.6303
Mix7	SARS-Cov-2 Study 1	5	2	49	99.7759	42.4845
Mix19	SARS-Cov-2 Study 1	5	2	35	99.7759	68.1043
Mix24	SARS-Cov-2 Study 1	5	2	22	99.8428	61.4252
Mix100	SARS-Cov-2 Study 1	5	2	48	99.7759	48.4162
Mix21	SARS-Cov-2 Study 1	5	2	22	99.9398	74.5764
Mix36	SARS-Cov-2 Study 1	5	2	39	99.2141	62.8754
Mix98	SARS-Cov-2 Study 1	5	2	59	99.8495	49.1207
Mix53	SARS-Cov-2 Study 1	5	2	138	99.8930	32.2130
Mix60	SARS-Cov-2 Study 1	5	2	202	99.8194	21.8045
Mix80	SARS-Cov-2 Study 1	5	2	48	99.8428	52.2843
Mix42	SARS-Cov-2 Study 1	5	2	64	99.5184	35.9449
Mix70	SARS-Cov-2 Study 1	5	2	72	99.7659	48.1924
Mix39	SARS-Cov-2 Study 1	5	2	145	99.7994	28.3092
Mix16	SARS-Cov-2 Study 1	5	2	65	99.6054	48.9903
Mix45	SARS-Cov-2 Study 1	5	2	310	99.7693	16.4578
Mix26	SARS-Cov-2 Study 1	5	2	61	99.8595	47.4103
Mix31	SARS-Cov-2 Study 1	5	2	224	99.7860	23.4919
Mix34	SARS-Cov-2 Study 1	5	2	32	99.8863	69.8612
Mix23	SARS-Cov-2 Study 1	5	3	1	99.8863	99.9466
Mix29	SARS-Cov-2 Study 1	5	3	7	97.7427	96.1290
Mix66	SARS-Cov-2 Study 1	5	3	4	99.8194	96.0840
Mix57	SARS-Cov-2 Study 1	5	3	2	99.8595	98.9314
Mix2	SARS-Cov-2 Study 1	5	3	5	99.6422	94.0887
Mix90	SARS-Cov-2 Study 1	5	3	1	99.9398	99.9200
Mix83	SARS-Cov-2 Study 1	5	3	2	99.6422	98.6459
Mix89	SARS-Cov-2 Study 1	5	3	5	99.7157	96.2407
Mix52	SARS-Cov-2 Study 1	5	3	15	99.7994	86.0606
Mix8	SARS-Cov-2 Study 1	5	3	4	99.8930	95.3028
Mix40	SARS-Cov-2 Study 1	5	3	5	99.8662	94.7310
Mix51	SARS-Cov-2 Study 1	5	3	1	99.8428	99.9165
Mix81	SARS-Cov-2 Study 1	5	3	34	99.8428	66.7408
Mix70	SARS-Cov-2 Study 1	5	3	4	99.7659	97.0787
Mix30	SARS-Cov-2 Study 1	5	3	5	99.8428	94.2474
Mix64	SARS-Cov-2 Study 1	5	3	3	99.7693	97.9047
Mix82	SARS-Cov-2 Study 1	5	3	3	99.7157	97.3057
Mix27	SARS-Cov-2 Study 1	5	3	23	99.8194	75.5049
Mix5	SARS-Cov-2 Study 1	5	3	3	99.8662	97.8089
Mix53	SARS-Cov-2 Study 1	5	3	8	99.8930	92.6444
Mix59	SARS-Cov-2 Study 1	5	3	4	99.8428	95.8008
Mix65	SARS-Cov-2 Study 1	5	3	9	99.8662	88.5039
Mix21	SARS-Cov-2 Study 1	5	3	2	99.9398	99.0138
Mix10	SARS-Cov-2 Study 1	5	3	4	99.8495	98.1575
Mix87	SARS-Cov-2 Study 1	5	3	1	99.8495	100.0000
Mix22	SARS-Cov-2 Study 1	5	3	26	99.7994	75.4991
Mix45	SARS-Cov-2 Study 1	5	3	4	99.7693	95.6790
Mix36	SARS-Cov-2 Study 1	5	3	5	99.2141	99.7694
Mix94	SARS-Cov-2 Study 1	5	3	10	99.7994	90.0839
Mix76	SARS-Cov-2 Study 1	5	3	11	99.8194	86.7664
Mix95	SARS-Cov-2 Study 1	5	3	6	99.7759	93.9474
Mix58	SARS-Cov-2 Study 1	5	3	6	99.7726	95.4470
Mix44	SARS-Cov-2 Study 1	5	3	5	99.7994	95.2690
Mix16	SARS-Cov-2 Study 1	5	3	20	99.6054	82.8608
Mix96	SARS-Cov-2 Study 1	5	3	8	99.7157	91.5896
Mix34	SARS-Cov-2 Study 1	5	3	1	99.8863	99.9466
Mix74	SARS-Cov-2 Study 1	5	3	1	99.7157	99.9532
Mix88	SARS-Cov-2 Study 1	5	3	7	99.8662	93.2432
Mix60	SARS-Cov-2 Study 1	5	3	3	99.8194	97.1896
Mix15	SARS-Cov-2 Study 1	5	3	6	99.8662	91.7394
Mix14	SARS-Cov-2 Study 1	5	3	1	99.8863	99.9466
Mix46	SARS-Cov-2 Study 1	5	3	2	99.8428	98.0336
Mix28	SARS-Cov-2 Study 1	5	3	5	99.8930	95.8100
Mix35	SARS-Cov-2 Study 1	5	3	4	99.7994	96.5831
Mix75	SARS-Cov-2 Study 1	5	3	2	99.8428	98.8275
Mix80	SARS-Cov-2 Study 1	5	3	8	99.8428	90.1190
Mix71	SARS-Cov-2 Study 1	5	3	14	99.8428	84.3124
Mix68	SARS-Cov-2 Study 1	5	3	5	99.8830	95.6688
Mix31	SARS-Cov-2 Study 1	5	3	11	99.7860	87.0043
Mix72	SARS-Cov-2 Study 1	5	3	1	99.8395	99.8896
Mix17	SARS-Cov-2 Study 1	5	3	8	99.7994	91.5130
Mix43	SARS-Cov-2 Study 1	5	3	3	99.6689	96.6718
Mix49	SARS-Cov-2 Study 1	5	3	4	99.8930	95.7958
Mix32	SARS-Cov-2 Study 1	5	3	15	99.7759	80.8539
Mix4	SARS-Cov-2 Study 1	5	3	7	99.7693	91.6065
Mix20	SARS-Cov-2 Study 1	5	3	9	99.8595	88.1001
Mix11	SARS-Cov-2 Study 1	5	3	12	99.7157	83.8726
Mix77	SARS-Cov-2 Study 1	5	3	9	99.7994	89.5394
Mix12	SARS-Cov-2 Study 1	5	3	3	99.8495	98.9541
Mix9	SARS-Cov-2 Study 1	5	3	3	99.7759	96.3116
Mix93	SARS-Cov-2 Study 1	5	3	22	99.8428	78.4530
Mix37	SARS-Cov-2 Study 1	5	3	13	99.7994	86.4346
Mix99	SARS-Cov-2 Study 1	5	3	2	99.7157	98.3769
Mix13	SARS-Cov-2 Study 1	5	3	9	99.6622	98.7095
Mix47	SARS-Cov-2 Study 1	5	3	13	99.7157	84.9919
Mix19	SARS-Cov-2 Study 1	5	3	1	99.7759	100.0000
Mix92	SARS-Cov-2 Study 1	5	3	24	99.7458	76.6721
Mix1	SARS-Cov-2 Study 1	5	3	7	99.8428	91.5342
Mix91	SARS-Cov-2 Study 1	5	3	5	99.8428	95.5852
Mix73	SARS-Cov-2 Study 1	5	3	8	99.7994	91.0267
Mix3	SARS-Cov-2 Study 1	5	3	3	99.6422	97.1978
Mix42	SARS-Cov-2 Study 1	5	3	3	99.5184	99.7792
Mix79	SARS-Cov-2 Study 1	5	3	3	99.6422	97.6150
Mix39	SARS-Cov-2 Study 1	5	3	3	99.7994	97.9160
Mix97	SARS-Cov-2 Study 1	5	3	18	99.8930	78.4385
Mix33	SARS-Cov-2 Study 1	5	3	3	99.8462	97.4911
Mix7	SARS-Cov-2 Study 1	5	3	9	99.7759	89.0441
Mix41	SARS-Cov-2 Study 1	5	3	37	99.7693	66.0414
Mix50	SARS-Cov-2 Study 1	5	3	30	99.7994	72.6130
Mix100	SARS-Cov-2 Study 1	5	3	2	99.7759	98.8929
Mix84	SARS-Cov-2 Study 1	5	3	33	99.8930	67.8068
Mix62	SARS-Cov-2 Study 1	5	3	3	99.7994	97.3531
Mix78	SARS-Cov-2 Study 1	5	3	1	99.7759	100.0000
Mix61	SARS-Cov-2 Study 1	5	3	1	99.8127	99.9464
Mix25	SARS-Cov-2 Study 1	5	3	7	99.7157	92.6129
Mix38	SARS-Cov-2 Study 1	5	3	32	99.7693	68.9349
Mix56	SARS-Cov-2 Study 1	5	3	2	99.7157	98.5531
Mix24	SARS-Cov-2 Study 1	5	3	1	99.8428	99.9065
Mix67	SARS-Cov-2 Study 1	5	3	2	99.7693	99.8429
Mix18	SARS-Cov-2 Study 1	5	3	1	99.9398	99.9200
Mix85	SARS-Cov-2 Study 1	5	3	37	99.7960	66.6250
Mix55	SARS-Cov-2 Study 1	5	3	9	99.8495	88.4963
Mix98	SARS-Cov-2 Study 1	5	3	9	99.8495	88.9662
Mix86	SARS-Cov-2 Study 1	5	3	1	99.8662	99.9197
Mix48	SARS-Cov-2 Study 1	5	3	9	99.8428	91.3286
Mix54	SARS-Cov-2 Study 1	5	3	2	99.7091	99.6507
Mix6	SARS-Cov-2 Study 1	5	3	6	99.6656	95.2305
Mix63	SARS-Cov-2 Study 1	5	3	3	99.8428	99.7172
Mix69	SARS-Cov-2 Study 1	5	3	7	99.7994	90.9356
Mix26	SARS-Cov-2 Study 1	5	3	5	99.8595	94.5538
Mix18	SARS-Cov-2 Study 2	5	1	85759	99.8696	0.0506
Mix67	SARS-Cov-2 Study 2	5	1	73038	3.4913	0.0020
Mix63	SARS-Cov-2 Study 2	5	1	26969	99.8595	0.1808
Mix31	SARS-Cov-2 Study 2	5	1	15333	99.8495	0.3994
Mix22	SARS-Cov-2 Study 2	5	1	40808	99.8495	0.0845
Mix14	SARS-Cov-2 Study 2	5	1	53746	1.0200	0.0006
Mix95	SARS-Cov-2 Study 2	5	1	47761	99.8696	0.0875
Mix57	SARS-Cov-2 Study 2	5	1	34563	88.6332	0.1178
Mix41	SARS-Cov-2 Study 2	5	1	52233	20.7805	0.0170
Mix53	SARS-Cov-2 Study 2	5	1	119009	2.2372	0.0008
Mix81	SARS-Cov-2 Study 2	5	1	38372	2.6185	0.0028
Mix86	SARS-Cov-2 Study 2	5	1	23225	31.6122	0.0735
Mix46	SARS-Cov-2 Study 2	5	1	5487	99.7559	0.4687
Mix19	SARS-Cov-2 Study 2	5	1	35141	10.2498	0.0125
Mix23	SARS-Cov-2 Study 2	5	1	66439	99.8495	0.0681
Mix27	SARS-Cov-2 Study 2	5	1	49132	77.1628	0.0634
Mix1	SARS-Cov-2 Study 2	5	1	43440	99.4750	0.0789
Mix36	SARS-Cov-2 Study 2	5	1	69966	40.7952	0.0243
Mix10	SARS-Cov-2 Study 2	5	1	22782	80.6775	0.1992
Mix84	SARS-Cov-2 Study 2	5	1	67508	10.4505	0.0064
Mix48	SARS-Cov-2 Study 2	5	1	75347	99.0737	0.0578
Mix55	SARS-Cov-2 Study 2	5	1	106335	99.8595	0.0392
Mix88	SARS-Cov-2 Study 2	5	1	38942	97.5788	0.0998
Mix44	SARS-Cov-2 Study 2	5	1	72902	99.8529	0.0572
Mix93	SARS-Cov-2 Study 2	5	1	37756	8.9188	0.0095
Mix11	SARS-Cov-2 Study 2	5	1	5465	21.6266	0.1025
Mix38	SARS-Cov-2 Study 2	5	1	77894	99.8495	0.0575
Mix72	SARS-Cov-2 Study 2	5	1	46547	95.1978	0.0764
Mix65	SARS-Cov-2 Study 2	5	1	88137	28.3049	0.0139
Mix34	SARS-Cov-2 Study 2	5	1	66189	99.8529	0.0584
Mix39	SARS-Cov-2 Study 2	5	1	37696	4.5882	0.0045
Mix73	SARS-Cov-2 Study 2	5	1	64311	99.8462	0.0534
Mix25	SARS-Cov-2 Study 2	5	1	36674	96.8966	0.1286
Mix77	SARS-Cov-2 Study 2	5	1	23404	99.8562	0.2266
Mix30	SARS-Cov-2 Study 2	5	1	58351	99.8729	0.0784
Mix16	SARS-Cov-2 Study 2	5	1	32596	99.8562	0.1154
Mix80	SARS-Cov-2 Study 2	5	1	57445	3.3040	0.0022
Mix8	SARS-Cov-2 Study 2	5	1	28763	99.8495	0.1513
Mix49	SARS-Cov-2 Study 2	5	1	38509	2.1068	0.0024
Mix40	SARS-Cov-2 Study 2	5	1	59546	99.8562	0.0629
Mix89	SARS-Cov-2 Study 2	5	1	54875	2.7522	0.0025
Mix92	SARS-Cov-2 Study 2	5	1	65841	95.8232	0.0568
Mix4	SARS-Cov-2 Study 2	5	1	56697	99.8562	0.0670
Mix61	SARS-Cov-2 Study 2	5	1	43819	99.8629	0.0959
Mix37	SARS-Cov-2 Study 2	5	1	85755	94.2079	0.0433
Mix26	SARS-Cov-2 Study 2	5	1	61104	97.5421	0.0605
Mix33	SARS-Cov-2 Study 2	5	1	49351	95.0908	0.0652
Mix79	SARS-Cov-2 Study 2	5	1	12708	98.4918	0.4982
Mix70	SARS-Cov-2 Study 2	5	1	58635	50.8979	0.0414
Mix15	SARS-Cov-2 Study 2	5	1	35497	99.8395	0.1410
Mix51	SARS-Cov-2 Study 2	5	1	114560	66.5117	0.0216
Mix43	SARS-Cov-2 Study 2	5	1	54019	99.8562	0.0815
Mix94	SARS-Cov-2 Study 2	5	1	118234	62.9000	0.0218
Mix47	SARS-Cov-2 Study 2	5	1	40378	99.5051	0.1316
Mix98	SARS-Cov-2 Study 2	5	1	74324	99.8495	0.0545
Mix87	SARS-Cov-2 Study 2	5	1	89429	1.1370	0.0004
Mix83	SARS-Cov-2 Study 2	5	1	45436	89.7268	0.0832
Mix90	SARS-Cov-2 Study 2	5	1	87401	17.4832	0.0085
Mix42	SARS-Cov-2 Study 2	5	1	43305	2.2372	0.0023
Mix9	SARS-Cov-2 Study 2	5	1	72343	2.1469	0.0011
Mix56	SARS-Cov-2 Study 2	5	1	27681	99.8595	0.1380
Mix82	SARS-Cov-2 Study 2	5	1	91234	2.2372	0.0009
Mix99	SARS-Cov-2 Study 2	5	1	19566	99.8529	0.1773
Mix32	SARS-Cov-2 Study 2	5	1	139807	28.3650	0.0080
Mix78	SARS-Cov-2 Study 2	5	1	83221	95.0841	0.0503
Mix21	SARS-Cov-2 Study 2	5	1	39491	8.0427	0.0080
Mix74	SARS-Cov-2 Study 2	5	1	10444	99.8729	0.2740
Mix66	SARS-Cov-2 Study 2	5	1	91170	2.8392	0.0013
Mix85	SARS-Cov-2 Study 2	5	1	107303	92.2784	0.0343
Mix45	SARS-Cov-2 Study 2	5	1	52658	99.8629	0.0807
Mix91	SARS-Cov-2 Study 2	5	1	87356	99.8629	0.0547
Mix17	SARS-Cov-2 Study 2	5	1	72302	98.4918	0.0532
Mix68	SARS-Cov-2 Study 2	5	1	40244	30.4351	0.0390
Mix2	SARS-Cov-2 Study 2	5	1	97443	95.2212	0.0407
Mix13	SARS-Cov-2 Study 2	5	1	29941	99.8094	0.1317
Mix20	SARS-Cov-2 Study 2	5	1	42774	97.2478	0.0933
Mix76	SARS-Cov-2 Study 2	5	1	5347	99.8729	1.1487
Mix35	SARS-Cov-2 Study 2	5	1	32163	99.0235	0.1360
Mix29	SARS-Cov-2 Study 2	5	1	69143	99.8495	0.0572
Mix64	SARS-Cov-2 Study 2	5	1	25500	2.7723	0.0045
Mix12	SARS-Cov-2 Study 2	5	1	103828	99.8562	0.0411
Mix69	SARS-Cov-2 Study 2	5	1	83543	99.8562	0.0444
Mix24	SARS-Cov-2 Study 2	5	1	54830	37.9427	0.0322
Mix71	SARS-Cov-2 Study 2	5	1	10000	83.4431	0.3003
Mix6	SARS-Cov-2 Study 2	5	1	45741	99.8395	0.1099
Mix28	SARS-Cov-2 Study 2	5	1	53256	2.2372	0.0017
Mix60	SARS-Cov-2 Study 2	5	1	65730	99.8729	0.0548
Mix96	SARS-Cov-2 Study 2	5	1	68142	27.5056	0.0184
Mix50	SARS-Cov-2 Study 2	5	1	61129	90.9608	0.0610
Mix5	SARS-Cov-2 Study 2	5	1	39502	99.8729	0.1078
Mix69	SARS-Cov-2 Study 2	5	2	166	99.8562	7.7320
Mix56	SARS-Cov-2 Study 2	5	2	85	99.8595	28.1103
Mix12	SARS-Cov-2 Study 2	5	2	48576	99.8562	0.0679
Mix98	SARS-Cov-2 Study 2	5	2	27481	99.8495	0.1057
Mix83	SARS-Cov-2 Study 2	5	2	19426	85.2858	0.1310
Mix16	SARS-Cov-2 Study 2	5	2	203	99.8562	13.5188
Mix26	SARS-Cov-2 Study 2	5	2	34137	67.9397	0.0726
Mix40	SARS-Cov-2 Study 2	5	2	8767	99.8562	0.2175
Mix99	SARS-Cov-2 Study 2	5	2	3317	99.8529	0.9482
Mix47	SARS-Cov-2 Study 2	5	2	14005	23.1816	0.0697
Mix68	SARS-Cov-2 Study 2	5	2	14351	19.6870	0.0533
Mix43	SARS-Cov-2 Study 2	5	2	276	99.8562	12.0333
Mix2	SARS-Cov-2 Study 2	5	2	59488	52.7439	0.0302
Mix63	SARS-Cov-2 Study 2	5	2	7041	99.8595	0.4608
Mix24	SARS-Cov-2 Study 2	5	2	19090	2.4279	0.0051
Mix48	SARS-Cov-2 Study 2	5	2	35081	67.6554	0.0692
Mix60	SARS-Cov-2 Study 2	5	2	28858	76.0058	0.0635
Mix11	SARS-Cov-2 Study 2	5	2	216	9.2265	2.7364
Mix15	SARS-Cov-2 Study 2	5	2	112	99.8395	25.4430
Mix70	SARS-Cov-2 Study 2	5	2	14919	38.6884	0.0831
Mix31	SARS-Cov-2 Study 2	5	2	2080	99.8495	2.0515
Mix55	SARS-Cov-2 Study 2	5	2	50837	99.8595	0.0657
Mix29	SARS-Cov-2 Study 2	5	2	31915	73.9023	0.0660
Mix19	SARS-Cov-2 Study 2	5	2	6633	2.3376	0.0100
Mix38	SARS-Cov-2 Study 2	5	2	14015	99.8495	0.1940
Mix45	SARS-Cov-2 Study 2	5	2	11678	99.8629	0.2197
Mix72	SARS-Cov-2 Study 2	5	2	171	21.3256	3.0432
Mix41	SARS-Cov-2 Study 2	5	2	25779	1.4213	0.0019
Mix18	SARS-Cov-2 Study 2	5	2	25120	99.8696	0.1165
Mix4	SARS-Cov-2 Study 2	5	2	11875	99.8562	0.2177
Mix23	SARS-Cov-2 Study 2	5	2	2734	99.8495	1.1860
Mix13	SARS-Cov-2 Study 2	5	2	869	99.8094	1.9126
Mix50	SARS-Cov-2 Study 2	5	2	348	69.7957	2.2611
Mix86	SARS-Cov-2 Study 2	5	2	2527	2.9362	0.0538
Mix57	SARS-Cov-2 Study 2	5	2	56	38.8122	21.8583
Mix61	SARS-Cov-2 Study 2	5	2	14206	99.8629	0.2085
Mix27	SARS-Cov-2 Study 2	5	2	8706	22.5429	0.0633
Mix20	SARS-Cov-2 Study 2	5	2	12162	97.2478	0.2752
Mix46	SARS-Cov-2 Study 2	5	2	145	99.7559	31.0984
Mix71	SARS-Cov-2 Study 2	5	2	79	60.2950	36.0291
Mix30	SARS-Cov-2 Study 2	5	2	11527	99.8729	0.3335
Mix91	SARS-Cov-2 Study 2	5	2	50619	99.8629	0.0805
Mix68	SARS-Cov-2 Study 2	5	3	258	19.6870	5.1599
Mix31	SARS-Cov-2 Study 2	5	3	18	99.8495	81.4368
Mix18	SARS-Cov-2 Study 2	5	3	625	99.8696	10.2610
Mix23	SARS-Cov-2 Study 2	5	3	389	99.8495	16.3604
Mix20	SARS-Cov-2 Study 2	5	3	165	97.2478	31.4032
Mix47	SARS-Cov-2 Study 2	5	3	226	23.1816	7.2733
Mix30	SARS-Cov-2 Study 2	5	3	142	99.8729	32.3684
Mix60	SARS-Cov-2 Study 2	5	3	1165	76.0058	3.8008
Mix63	SARS-Cov-2 Study 2	5	3	53	99.8595	59.8225
Mix50	SARS-Cov-2 Study 2	5	3	14	69.7957	91.3097
Mix2	SARS-Cov-2 Study 2	5	3	3850	52.7439	0.9245
Mix70	SARS-Cov-2 Study 2	5	3	433	38.6884	6.3724
Mix11	SARS-Cov-2 Study 2	5	3	70	9.2265	9.1645
Mix55	SARS-Cov-2 Study 2	5	3	1753	99.8595	3.8261
Mix86	SARS-Cov-2 Study 2	5	3	569	2.9362	0.4103
Mix13	SARS-Cov-2 Study 2	5	3	4	99.8094	96.2805
Mix61	SARS-Cov-2 Study 2	5	3	130	99.8629	35.1959
Mix15	SARS-Cov-2 Study 2	5	3	4	99.8395	95.6926
Mix99	SARS-Cov-2 Study 2	5	3	32	99.8529	70.9999
Mix71	SARS-Cov-2 Study 2	5	3	24	60.2950	78.5872
Mix38	SARS-Cov-2 Study 2	5	3	539	99.8495	11.0929
Mix46	SARS-Cov-2 Study 2	5	3	18	99.7559	86.4324
Mix16	SARS-Cov-2 Study 2	5	3	32	99.8562	32.8960
Mix45	SARS-Cov-2 Study 2	5	3	111	99.8629	38.3998
Mix27	SARS-Cov-2 Study 2	5	3	201	22.5429	5.8743
Mix43	SARS-Cov-2 Study 2	5	3	10	99.8562	90.3316
Mix40	SARS-Cov-2 Study 2	5	3	82	99.8562	48.6938
Mix56	SARS-Cov-2 Study 2	5	3	4	99.8595	96.0068
Mix29	SARS-Cov-2 Study 2	5	3	926	73.9023	5.1799
Mix41	SARS-Cov-2 Study 2	5	3	602	1.4213	0.1686
Mix98	SARS-Cov-2 Study 2	5	3	700	99.8495	9.1863
Mix83	SARS-Cov-2 Study 2	5	3	814	85.2858	6.7956
Mix72	SARS-Cov-2 Study 2	5	3	9	21.3256	70.8477
Mix26	SARS-Cov-2 Study 2	5	3	1158	67.9397	4.0297
Mix69	SARS-Cov-2 Study 2	5	3	7	99.8562	90.6634
Mix91	SARS-Cov-2 Study 2	5	3	1869	99.8629	3.6798
Mix48	SARS-Cov-2 Study 2	5	3	1270	67.6554	3.6290
Mix4	SARS-Cov-2 Study 2	5	3	181	99.8562	28.6809
Mix57	SARS-Cov-2 Study 2	5	3	10	38.8122	85.0183
Mix12	SARS-Cov-2 Study 2	5	3	3501	99.8562	1.7662
Mix24	SARS-Cov-2 Study 2	5	3	823	2.4279	0.2082
Mix19	SARS-Cov-2 Study 2	5	3	40	2.3376	2.2398
Mix86	HIV	5	1	66618	99.5953	0.954478655531557
Mix59	HIV	5	1	15253	100.0000	14.1178046146699
Mix99	HIV	5	1	44161	99.9886	5.09524643642074
Mix14	HIV	5	1	48887	100.0000	2.93485957397785
Mix71	HIV	5	1	69772	99.8519	1.82858072275996
Mix37	HIV	5	1	52294	94.9883	0.570981688455282
Mix91	HIV	5	1	114944	3.9322	0.00132878840868017
Mix51	HIV	5	1	39285	99.3529	1.79969301611665
Mix79	HIV	5	1	20866	100.0000	2.77928941267789
Mix45	HIV	5	1	22300	97.9122	0.972813644865514
Mix18	HIV	5	1	72876	50.4485	0.0403970126352195
Mix10	HIV	5	1	58128	90.1961	0.301237481990769
Mix3	HIV	5	1	48494	99.6668	1.63851786092
Mix62	HIV	5	1	57648	100.0000	4.28177503285644
Mix23	HIV	5	1	39404	62.6994	0.0941701221591258
Mix47	HIV	5	1	46999	98.9608	0.553452817479089
Mix84	HIV	5	1	64839	99.4436	0.186338842526256
Mix16	HIV	5	1	119523	66.6328	0.0411041363136631
Mix22	HIV	5	1	44982	96.6037	0.897878064698105
Mix80	HIV	5	1	13311	99.7766	4.77014250844712
Mix88	HIV	5	1	23508	100.0000	7.73341911375038
Mix63	HIV	5	1	24034	99.4946	2.72538906501561
Mix35	HIV	5	1	35165	44.8383	0.0621364265316656
Mix4	HIV	5	1	59581	99.9886	3.40775051172352
Mix85	HIV	5	1	51385	100.0000	1.66878971086832
Mix38	HIV	5	1	55091	92.0742	0.931993276833198
Mix29	HIV	5	1	24596	98.8034	2.04103901113123
Mix30	HIV	5	1	64523	100.0000	0.887584048781692
Mix1	HIV	5	1	129871	96.1569	0.140901341247889
Mix21	HIV	5	1	119519	94.7088	0.129160051040547
Mix69	HIV	5	1	15462	100.0000	4.40719642191712
Mix17	HIV	5	1	51838	98.9221	1.01074774504025
Mix46	HIV	5	1	36652	100.0000	1.74828969941704
Mix34	HIV	5	1	42100	96.0626	1.01511325225112
Mix61	HIV	5	1	39157	100.0000	6.77812147474385
Mix48	HIV	5	1	37297	71.0553	0.148482268439892
Mix40	HIV	5	1	62752	100.0000	0.919040236005404
Mix93	HIV	5	1	27862	88.6559	0.410170851441157
Mix53	HIV	5	1	46454	99.6078	2.42698783310382
Mix8	HIV	5	1	46561	50.8824	0.0597309489432734
Mix73	HIV	5	1	27384	99.9778	0.524990287132965
Mix100	HIV	5	1	73490	95.2651	0.110633017604412
Mix15	HIV	5	1	21418	99.3725	1.70052199520568
Mix52	HIV	5	1	53676	99.1483	0.382456522563255
Mix92	HIV	5	1	62690	95.8002	0.355543189171975
Mix36	HIV	5	1	55404	98.7587	0.280231220069446
Mix44	HIV	5	1	45438	82.3780	0.16338589469019
Mix87	HIV	5	1	30490	99.7813	3.49358104480779
Mix72	HIV	5	1	77450	100.0000	0.584755934044003
Mix94	HIV	5	1	41175	100.0000	2.08215085933663
Mix19	HIV	5	1	54652	99.9109	6.01724440827764
Mix67	HIV	5	1	44040	94.2941	0.380262954491524
Mix54	HIV	5	1	78590	15.9253	0.0122620086330473
Mix2	HIV	5	1	55342	99.4379	1.6684080515904
Mix42	HIV	5	1	57294	66.5959	0.120493531692158
Mix11	HIV	5	1	52627	100.0000	1.32998422381502
Mix74	HIV	5	1	54425	100.0000	0.90677569048387
Mix27	HIV	5	1	31076	99.2023	1.50241498063411
Mix70	HIV	5	1	31678	100.0000	3.83399181642712
Mix6	HIV	5	1	26089	100.0000	2.10547037837985
Mix78	HIV	5	1	43452	98.9738	0.527695379377147
Mix90	HIV	5	1	134790	89.7335	0.173590692230702
Mix58	HIV	5	1	42420	99.6179	2.73372908935514
