	SRR12641740.rna.1	SRR12720856.rna.1	SRR12720792.rna.1	SRR12720852.rna.1	SRR12641746.rna.1	SRR12720809.rna.1	SRR12720833.rna.1	SRR12720839.rna.1	SRR12720858.rna.1	SRR12720795.rna.1	SRR12720794.rna.1	SRR12720849.rna.1	SRR12641742.rna.1	SRR12641768.rna.1	SRR12641747.rna.1	SRR12641751.rna.1	SRR12720817.rna.1	SRR12720825.rna.1	SRR12720802.rna.1	SRR12720844.rna.1	SRR12720837.rna.1	SRR12720827.rna.1	SRR12720793.rna.1	SRR12641748.rna.1	SRR12641754.rna.1	SRR12720815.rna.1	SRR12720807.rna.1	SRR12720824.rna.1	SRR12720796.rna.1	SRR12720847.rna.1	SRR12641749.rna.1	SRR12720804.rna.1	SRR12641757.rna.1	SRR12720826.rna.1	SRR12720838.rna.1	SRR12720857.rna.1	SRR12720853.rna.1	SRR12641762.rna.1	SRR12720811.rna.1	SRR12641744.rna.1	SRR12720831.rna.1	SRR12720843.rna.1	SRR12720841.rna.1	SRR12720813.rna.1	SRR12720816.rna.1	SRR12720810.rna.1	SRR12720851.rna.1	SRR12641766.rna.1	SRR12720842.rna.1	SRR12720818.rna.1	SRR12641758.rna.1	SRR12720840.rna.1	SRR12641753.rna.1	SRR12720828.rna.1	SRR12641763.rna.1	SRR12720855.rna.1	SRR12641743.rna.1	SRR12641764.rna.1	SRR12720850.rna.1	SRR12720846.rna.1	SRR12641755.rna.1	SRR12720819.rna.1	SRR12720845.rna.1	SRR12720829.rna.1	SRR12641767.rna.1	SRR12720822.rna.1	SRR12720808.rna.1	SRR12641738.rna.1	SRR12720798.rna.1	SRR12641752.rna.1	SRR12641756.rna.1	SRR12720823.rna.1	SRR12720812.rna.1	SRR12641760.rna.1	SRR12720799.rna.1	SRR12720805.rna.1	SRR12641739.rna.1	SRR12720854.rna.1	SRR12720830.rna.1	SRR12720834.rna.1	SRR12641741.rna.1	SRR12720836.rna.1	SRR12720848.rna.1	SRR12720821.rna.1	SRR12641750.rna.1	SRR12720835.rna.1	SRR12720814.rna.1	SRR12720820.rna.1	SRR12720797.rna.1	SRR12641761.rna.1	SRR12641759.rna.1	SRR12720800.rna.1	SRR12641745.rna.1	SRR12720801.rna.1	SRR12641765.rna.1	SRR12720832.rna.1	SRR12720803.rna.1	SRR12720806.rna.1
SRR12720851.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4952959717	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4943900822	0.5000000000	0.5000000000	0.4979262024	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641766.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999997064	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999998710	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999662	0.5000000000	0.4999999798	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999980	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.4999997477	0.5000000000	0.5000000000	0.5000000000	0.4999357119	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999856	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720842.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4925307916	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.1347295351	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4908627039	0.4540590978	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999838581	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720818.rna.1	0.5000000000	0.4999973373	0.4996110410	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4998399867	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4998931185	0.5000000000	0.4999975000	0.5000000000	0.5000000000	0.5000000000	0.4999343162	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999232	0.5000000000	0.4864256242	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.4999984879	0.4999989776	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999337116	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4983123511	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4846912479	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641758.rna.1	0.5000000000	0.5000000000	0.4972847332	0.5000000000	0.4999969305	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999709441	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999996993	0.5000000000	0.5000000000	0.4998989296	0.5000000000	0.5000000000	0.5000000000	0.4988983156	0.5000000000	0.5000000000	0.5000000000	0.4997011961	0.5000000000	0.4753397013	0.5000000000	0.5000000000	0.4999997813	0.4999733850	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999993708	0.5000000000	0.4996209235	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999984879	0.0000000000	0.4977582644	0.4999987427	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999511975	0.4999997499	0.4999999933	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999995383	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720840.rna.1	0.5000000000	0.5000000000	0.4988218760	0.4999991826	0.4999657383	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.3743699820	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999980885	0.5000000000	0.5000000000	0.4999828199	0.5000000000	0.5000000000	0.5000000000	0.4997229964	0.5000000000	0.5000000000	0.4999988736	0.4995005743	0.5000000000	0.4115822435	0.5000000000	0.5000000000	0.4999980185	0.4999942566	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999995745	0.5000000000	0.4891209606	0.5000000000	0.5000000000	0.4999997477	0.5000000000	0.4999989776	0.4977582644	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999768813	0.4999518126	0.4999987064	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999996878	0.5000000000	0.5000000000	0.4761979740	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999975227	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641753.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4714379338	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999996826	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4991988471	0.4935598323	0.5000000000	0.5000000000	0.5000000000	0.4947846964	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999987427	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4963912283	0.5000000000	0.5000000000	0.5000000000	0.4966101729	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999995919	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720828.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4991673335	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4969364303	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641763.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999998912	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720855.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4978698136	0.5000000000	0.5000000000	0.5000000000	0.4998750923	0.5000000000	0.5000000000	0.4999929018	0.5000000000	0.4997431151	0.4771875732	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4857438389	0.4964095836	0.4999990855	0.5000000000	0.4998791063	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999357119	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.4965373698	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4461772556	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4974540851	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999616042	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641743.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999295	0.5000000000	0.4999997945	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999998207	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.4999864450	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4976924716	0.5000000000	0.5000000000	0.5000000000	0.4999999996	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4995870599	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999991688	0.5000000000	0.5000000000	0.5000000000	0.4999969711	0.5000000000	0.4999905145	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641764.rna.1	0.4997897628	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4969288230	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.3586937251	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4977011852	0.5000000000	0.5000000000	0.5000000000	0.4991496086	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4965373698	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.4998198381	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4731986801	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4995907100	0.5000000000	0.5000000000	0.5000000000	0.4997008449	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720850.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4997509175	0.5000000000	0.5000000000	0.5000000000	0.4985827567	0.5000000000	0.5000000000	0.4999980444	0.5000000000	0.5000000000	0.4652290369	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4908627039	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.4999179201	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999988776	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4982797708	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999943336	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720846.rna.1	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4905367321	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4729085132	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4540590978	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999864450	0.5000000000	0.4999179201	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999998785	0.5000000000	0.5000000000	0.4999953297	0.5000000000	0.4999996750	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4873787956	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.3357571057	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4961250169	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12641755.rna.1	0.4998257379	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4956932407	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4997044118	0.4991452910	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720819.rna.1	0.5000000000	0.5000000000	0.4993959055	0.5000000000	0.5000000000	0.5000000000	0.4783674649	0.5000000000	0.5000000000	0.4999999961	0.5000000000	0.4999999469	0.5000000000	0.5000000000	0.5000000000	0.4997759424	0.5000000000	0.4999999998	0.5000000000	0.5000000000	0.4977504491	0.4999999488	0.5000000000	0.5000000000	0.4999999154	0.5000000000	0.5000000000	0.5000000000	0.4593137193	0.5000000000	0.4999672906	0.5000000000	0.5000000000	0.5000000000	0.4803508434	0.5000000000	0.5000000000	0.4995081140	0.4999954000	0.5000000000	0.4999999775	0.5000000000	0.4993880535	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999337116	0.4999511975	0.4999768813	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4998198381	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999998	0.4999953375	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999955	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
SRR12720845.rna.1	0.4988822339	0.5000000000	0.5000000000	0.4999986035	0.4999999904	0.5000000000	0.5000000000	0.4999998340	0.5000000000	0.4531671515	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999887	0.5000000000	0.5000000000	0.5000000000	0.4996475306	0.5000000000	0.4999943303	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4987976094	0.5000000000	0.5000000000	0.5000000000	0.4878590661	0.5000000000	0.5000000000	0.4999999856	0.5000000000	0.5000000000	0.4999997499	0.4999518126	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.0000000000	0.4999999975	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4869099357	0.5000000000	0.5000000000	0.5000000000	0.4993502046	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4992709079	0.5000000000	0.5000000000	0.4899863914	0.5000000000	0.5000000000	0.5000000000
SRR12720829.rna.1	0.5000000000	0.5000000000	0.5000000000	0.4986815409	0.4999999997	0.4954288841	0.5000000000	0.5000000000	0.5000000000	0.4999997810	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4941682690	0.5000000000	0.5000000000	0.5000000000	0.4999998478	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999933	0.4999987064	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4999999975	0.0000000000	0.5000000000	0.5000000000	0.4999750741	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.4993573875	0.5000000000	0.5000000000	0.4997558401	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000
