sample	project	Mixnumber	frag	cov	signal
Mix7	CHIKV	5	1	100.0000	2.71548936599595
Mix89	CHIKV	5	1	100.0000	2.39354114183385
Mix70	CHIKV	5	1	100.0000	2.8681248683041
Mix42	CHIKV	5	1	100.0000	6.8297256720144
Mix32	CHIKV	5	1	100.0000	5.5964947221669
Mix35	CHIKV	5	1	100.0000	4.25257318468817
Mix81	CHIKV	5	1	100.0000	5.03440474266613
Mix86	CHIKV	5	2	100.0000	3.25957295316938
Mix6	CHIKV	5	1	100.0000	8.11645797528439
Mix98	CHIKV	5	1	100.0000	3.58910518940829
Mix72	CHIKV	5	1	100.0000	5.06017936646571
Mix20	CHIKV	5	1	100.0000	4.60794030198799
Mix28	CHIKV	5	1	100.0000	2.72023828356286
Mix21	CHIKV	5	1	100.0000	6.07886061737066
Mix71	CHIKV	5	1	100.0000	5.33200994330883
Mix91	CHIKV	5	1	100.0000	3.80486781501413
Mix44	CHIKV	5	1	100.0000	3.42697196612273
Mix8	CHIKV	5	1	100.0000	6.36633019086084
Mix76	CHIKV	5	1	100.0000	7.75129940178484
Mix36	CHIKV	5	1	100.0000	6.9176289093544
Mix18	CHIKV	5	1	100.0000	3.26972181527831
Mix40	CHIKV	5	1	100.0000	3.25697529571285
