sample	project	Mix	gatkReads	asmRef	asmFrag	asmPathogenFrag	asmCov	asmSignal	Virus	CleanSizeRNA	CleanSizeDNA
LA_PRIV_2024.Mix7.rand.81	LA_PRIV_2024	7	5809792	GCF_002815255	158	3	100	16.8854311543811	Parainfluenza	8399605	32730790
LA_PRIV_2024.Mix2.rand.50	LA_PRIV_2024	2	454443	GCF_002815255	65	4	100	45.2824189165751	Parainfluenza	646172	513178
LA_PRIV_2024.Mix7.rand.57	LA_PRIV_2024	7	454856	GCF_002815255	8157	4	100	0.632934151817731	Parainfluenza	6900588	17937765
LA_PRIV_2024.Mix9.rand.61	LA_PRIV_2024	9	6323489	GCF_002815255	710	3	100	5.87821898398058	Parainfluenza	10772134	19598369
LA_PRIV_2024.Mix6.rand.83	LA_PRIV_2024	6	70946	GCF_006298365	3404	4	99.6507322980556	0.966854122244798	Parainfluenza	4846240	14444236
LA_PRIV_2024.Mix8.rand.23	LA_PRIV_2024	8	147745	GCF_002815255	1743	1	99.8642	2.640895657171	Parainfluenza	5109591	20246883
LA_PRIV_2024.Mix8.rand.77	LA_PRIV_2024	8	45209	GCF_002815255	4081	5	99.5860321624445	0.830765628380482	Parainfluenza	3667709	4971384
LA_PRIV_2024.Mix7.rand.63	LA_PRIV_2024	7	129485	GCF_002815255	9196	5	100	0.475656959114213	Parainfluenza	2690003	14128846
LA_PRIV_2024.Mix3.rand.18	LA_PRIV_2024	3	442121	GCF_006298365	184	6	100	23.210292495304	Parainfluenza	1686816	307458
LA_PRIV_2024.Mix4.rand.50	LA_PRIV_2024	4	454581	GCF_002815255	6810	4	100	0.765526903884713	Parainfluenza	4050076	1384911
LA_PRIV_2024.Mix8.rand.20	LA_PRIV_2024	8	479768	GCF_002815255	7999	13	100	0.57717443116185	Parainfluenza	6142960	4363644
LA_PRIV_2024.Mix5.rand.86	LA_PRIV_2024	5	23998	GCF_002815255	8039	3	99.9223794868472	0.557384441939121	Parainfluenza	4679586	22365144
LA_PRIV_2024.Mix7.rand.89	LA_PRIV_2024	7	965	GCF_006298365	712	19	42.9957151291513	2.72819048088051	Parainfluenza	6328095	2877779
LA_PRIV_2024.Mix6.rand.29	LA_PRIV_2024	6	182140	GCF_000850205	82	18	100	45.0359034073581	Parainfluenza	1909268	2609622
LA_PRIV_2024.Mix4.rand.57	LA_PRIV_2024	4	454552	GCF_002815255	6762	4	100	0.764122858663368	Parainfluenza	3860967	3716480
LA_PRIV_2024.Mix3.rand.88	LA_PRIV_2024	3	102353	GCF_002815255	2372	1	99.8642	1.69026017812262	Parainfluenza	1300964	22098198
LA_PRIV_2024.Mix3.rand.44	LA_PRIV_2024	3	44651	GCF_006298365	172	3	99.5084517477055	15.9318243005364	Parainfluenza	838353	3462730
LA_PRIV_2024.Mix9.rand.66	LA_PRIV_2024	9	128259	GCF_002815255	3598	5	100	0.941811805766295	Parainfluenza	4665405	21144163
LA_PRIV_2024.Mix3.rand.41	LA_PRIV_2024	3	14	NA	NA	NA	NA	NA	Parainfluenza	2142072	11273835
LA_PRIV_2024.Mix5.rand.5	LA_PRIV_2024	5	502859	GCF_006298365	130	16	100	20.3477868112014	Parainfluenza	2605707	1421873
LA_PRIV_2024.Mix5.rand.27	LA_PRIV_2024	5	442004	GCF_006298365	1388	7	100	3.55450832117522	Parainfluenza	3744816	25033072
LA_PRIV_2024.Mix10.rand.76	LA_PRIV_2024	10	576745	GCF_006298365	1089	9	97.8851055788842	4.12882704211213	Parainfluenza	5980680	4590326
LA_PRIV_2024.Mix8.rand.34	LA_PRIV_2024	8	34977	GCF_002815255	7689	3	99.1398	0.656460952157448	Parainfluenza	4150209	12240262
LA_PRIV_2024.Mix10.rand.19	LA_PRIV_2024	10	45533	GCF_002815255	10463	4	99.3208660812222	0.354564735250481	Parainfluenza	6374615	24488777
LA_PRIV_2024.Mix9.rand.90	LA_PRIV_2024	9	35998	GCF_002815255	3552	13	100	0.952503472578366	Parainfluenza	7453153	16489784
LA_PRIV_2024.Mix6.rand.20	LA_PRIV_2024	6	479448	GCF_002815255	1118	13	100	3.85307190678652	Parainfluenza	4570130	3526549
LA_PRIV_2024.Mix3.rand.24	LA_PRIV_2024	3	102355	GCF_002815255	1926	1	99.8642	2.46656613611241	Parainfluenza	1690844	17511793
LA_PRIV_2024.Mix6.rand.37	LA_PRIV_2024	6	102719	GCF_002815255	7217	1	99.8577	0.623559734518635	Parainfluenza	6237780	17284206
LA_PRIV_2024.Mix10.rand.47	LA_PRIV_2024	10	75269	GCF_002815255	2720	7	100	1.58734784678305	Parainfluenza	4873475	22851089
LA_PRIV_2024.Mix2.rand.91	LA_PRIV_2024	2	8353	GCF_006298365	740	10	99.0751904512067	5.94201886675355	Parainfluenza	479691	2782097
LA_PRIV_2024.Mix3.rand.2	LA_PRIV_2024	3	133937	GCF_002815255	28	4	100	29.2612027634112	Parainfluenza	1671083	189072
LA_PRIV_2024.Mix5.rand.95	LA_PRIV_2024	5	102638	GCF_002815255	2560	1	99.8577	1.55244842432518	Parainfluenza	6335009	19973168
LA_PRIV_2024.Mix8.rand.78	LA_PRIV_2024	8	138091	GCF_002815255	1768	1	99.8577	2.68651158906117	Parainfluenza	6621068	4127420
LA_PRIV_2024.Mix9.rand.39	LA_PRIV_2024	9	5766563	GCF_002815255	4657	3	100	0.968609328817312	Parainfluenza	12564098	42140798
LA_PRIV_2024.Mix8.rand.99	LA_PRIV_2024	8	145912	GCF_002815255	1011	23	100	4.83420241422028	Parainfluenza	2925357	3606466
LA_PRIV_2024.Mix4.rand.46	LA_PRIV_2024	4	102544	GCF_002815255	7147	1	99.8577	0.722416577027434	Parainfluenza	4818181	2980497
LA_PRIV_2024.Mix4.rand.10	LA_PRIV_2024	4	5811001	GCF_002815255	213	3	100	13.2589797156143	Parainfluenza	8269136	27026098
LA_PRIV_2024.Mix8.rand.61	LA_PRIV_2024	8	5869074	GCF_002815255	698	3	100	5.98456490595684	Parainfluenza	10165418	19350926
LA_PRIV_2024.Mix6.rand.78	LA_PRIV_2024	6	103054	GCF_002815255	1309	1	99.8577	3.3970873935935	Parainfluenza	5094967	2125272
LA_PRIV_2024.Mix5.rand.45	LA_PRIV_2024	5	559032	GCF_002815255	954	21	100	5.2365987890345	Parainfluenza	2232872	15612972
LA_PRIV_2024.Mix4.rand.35	LA_PRIV_2024	4	5076	GCF_006298365	929	13	22.713744539737	1.14556355072511	Parainfluenza	2040270	361947
LA_PRIV_2024.Mix7.rand.65	LA_PRIV_2024	7	450259	GCF_002815255	141	8	100	18.5334306635947	Parainfluenza	5291546	6409753
LA_PRIV_2024.Mix6.rand.82	LA_PRIV_2024	6	646	GCF_002815255	7922	4	5.87246747519294	0.0335502398214004	Parainfluenza	3372818	25205684
LA_PRIV_2024.Mix9.rand.56	LA_PRIV_2024	9	223363	GCF_002815255	638	8	100	5.42442029890513	Parainfluenza	2228232	1521400
LA_PRIV_2024.Mix10.rand.72	LA_PRIV_2024	10	5792774	GCF_002815255	13572	3	100	0.307456107376177	Parainfluenza	11585639	31022791
LA_PRIV_2024.Mix7.rand.4	LA_PRIV_2024	7	913104	GCF_006298365	7357	20	100	0.629618120494992	Parainfluenza	5618444	2331120
LA_PRIV_2024.Mix3.rand.11	LA_PRIV_2024	3	450424	GCF_002815255	378	5	100	13.2924998293865	Parainfluenza	2064354	4515793
LA_PRIV_2024.Mix9.rand.1	LA_PRIV_2024	9	157381	GCF_002815255	7800	2	100	0.446427293058471	Parainfluenza	6278574	21491316
LA_PRIV_2024.Mix9.rand.57	LA_PRIV_2024	9	463160	GCF_002815255	8168	5	100	0.633167601740484	Parainfluenza	7092317	20724395
LA_PRIV_2024.Mix2.rand.73	LA_PRIV_2024	2	10172	GCF_006298365	2989	16	92.2907359578207	0.945187096705821	Parainfluenza	1203193	2189207
LA_PRIV_2024.Mix5.rand.63	LA_PRIV_2024	5	129478	GCF_002815255	6912	5	100	0.643887066226898	Parainfluenza	1940420	3752382
LA_PRIV_2024.Mix6.rand.56	LA_PRIV_2024	6	89383	GCF_002815255	560	3	99.9741627178153	6.86842116955998	Parainfluenza	1501208	1431527
LA_PRIV_2024.Mix3.rand.7	LA_PRIV_2024	3	130	NA	NA	NA	NA	NA	Parainfluenza	2615162	4062582
LA_PRIV_2024.Mix7.rand.46	LA_PRIV_2024	7	107440	GCF_002815255	8563	1	99.8577	0.577715665860334	Parainfluenza	5307104	3048759
LA_PRIV_2024.Mix2.rand.71	LA_PRIV_2024	2	8315	GCF_006298365	298	10	98.8035409759622	14.3997662406213	Parainfluenza	2105211	13108247
LA_PRIV_2024.Mix4.rand.43	LA_PRIV_2024	4	152628	GCF_002815255	3667	4	100	0.969501487028309	Parainfluenza	3724235	13487685
LA_PRIV_2024.Mix3.rand.52	LA_PRIV_2024	3	10166	GCF_006298365	4082	16	92.2907359578207	0.771734715785842	Parainfluenza	2453408	8301867
LA_PRIV_2024.Mix7.rand.27	LA_PRIV_2024	7	450310	GCF_002815255	1436	5	100	3.43472328456711	Parainfluenza	3970420	28005193
LA_PRIV_2024.Mix2.rand.49	LA_PRIV_2024	2	127	NA	NA	NA	NA	NA	Parainfluenza	1990301	1875115
LA_PRIV_2024.Mix7.rand.26	LA_PRIV_2024	7	80257	GCF_002815255	1119	10	100	3.94077541809758	Parainfluenza	4597224	1136405
LA_PRIV_2024.Mix6.rand.69	LA_PRIV_2024	6	6064	GCF_000850205	2667	14	100	1.58547900021842	Parainfluenza	3991352	23739891
LA_PRIV_2024.Mix5.rand.6	LA_PRIV_2024	5	368	NA	NA	NA	NA	NA	Parainfluenza	3910638	2997208
LA_PRIV_2024.Mix5.rand.10	LA_PRIV_2024	5	5811050	GCF_002815255	927	3	100	4.55300168351142	Parainfluenza	8570123	27026558
LA_PRIV_2024.Mix9.rand.26	LA_PRIV_2024	9	5846731	GCF_002815255	1253	3	100	3.39871225111103	Parainfluenza	13097829	17114137
LA_PRIV_2024.Mix3.rand.6	LA_PRIV_2024	3	41	NA	NA	NA	NA	NA	Parainfluenza	1168150	1990995
LA_PRIV_2024.Mix8.rand.30	LA_PRIV_2024	8	5766813	GCF_002815255	13415	3	100	0.326051310908808	Parainfluenza	11805907	47876954
LA_PRIV_2024.Mix6.rand.49	LA_PRIV_2024	6	36103	GCF_002815255	1792	14	100	2.88507938246296	Parainfluenza	4356443	8742345
LA_PRIV_2024.Mix10.rand.36	LA_PRIV_2024	10	5904165	GCF_002815255	208	3	100	13.2070655503369	Parainfluenza	10962964	23629702
LA_PRIV_2024.Mix6.rand.28	LA_PRIV_2024	6	2304	GCF_002815255	949	22	100	5.52402377610831	Parainfluenza	3476737	5489353
LA_PRIV_2024.Mix5.rand.51	LA_PRIV_2024	5	102606	GCF_002815255	1647	1	99.8642	2.91555814028138	Parainfluenza	3601246	28236788
LA_PRIV_2024.Mix3.rand.59	LA_PRIV_2024	3	110925	GCF_002815255	6921	1	99.8642	0.64722111145482	Parainfluenza	2053101	17268526
LA_PRIV_2024.Mix4.rand.7	LA_PRIV_2024	4	729	GCF_006298365	1345	17	38.6431203452945	1.46857856342293	Parainfluenza	4469331	4062582
LA_PRIV_2024.Mix9.rand.47	LA_PRIV_2024	9	30736	GCF_002815255	2612	1	99.8577	1.55216282429296	Parainfluenza	4286367	22204538
LA_PRIV_2024.Mix7.rand.3	LA_PRIV_2024	7	5913445	GCF_002815255	773	3	100	5.4173865756197	Parainfluenza	12887807	41080830
LA_PRIV_2024.Mix9.rand.64	LA_PRIV_2024	9	216653	GCF_002815255	12942	8	100	0.343343836220125	Parainfluenza	5066838	16972599
LA_PRIV_2024.Mix10.rand.91	LA_PRIV_2024	10	491630	GCF_002815255	4414	9	100	0.995867603109685	Parainfluenza	7101953	41501950
LA_PRIV_2024.Mix2.rand.80	LA_PRIV_2024	2	343577	GCF_002815255	1096	1	99.8771	4.09932018655716	Parainfluenza	2955956	4214446
LA_PRIV_2024.Mix4.rand.71	LA_PRIV_2024	4	921	GCF_006298365	252	21	48.182678840104	7.38011035493873	Parainfluenza	3039510	415628
LA_PRIV_2024.Mix5.rand.83	LA_PRIV_2024	5	70908	GCF_006298365	366	4	99.6507322980556	9.607961737764	Parainfluenza	4136033	11754106
LA_PRIV_2024.Mix7.rand.25	LA_PRIV_2024	7	34046	GCF_002815255	1007	8	100	4.05451755573608	Parainfluenza	1587287	6871392
LA_PRIV_2024.Mix6.rand.10	LA_PRIV_2024	6	5913351	GCF_002815255	1039	3	100	4.08618899273105	Parainfluenza	8884715	40681345
LA_PRIV_2024.Mix6.rand.25	LA_PRIV_2024	6	8404	GCF_006298365	984	10	99.463204735121	4.06840012592226	Parainfluenza	1295209	6642345
LA_PRIV_2024.Mix7.rand.78	LA_PRIV_2024	7	103188	GCF_002815255	1756	1	99.8577	2.70165283761037	Parainfluenza	6479791	3858086
LA_PRIV_2024.Mix9.rand.17	LA_PRIV_2024	9	504356	GCF_002815255	7176	11	100	0.735661829448588	Parainfluenza	7333720	27150282
LA_PRIV_2024.Mix10.rand.28	LA_PRIV_2024	10	465030	GCF_002815255	2173	8	100	2.38809566841376	Parainfluenza	5384322	12565463
LA_PRIV_2024.Mix2.rand.35	LA_PRIV_2024	2	4893	GCF_002815255	12	5	8.46590715384615	13.8255175327419	Parainfluenza	556509	58905
LA_PRIV_2024.Mix3.rand.49	LA_PRIV_2024	3	132	NA	NA	NA	NA	NA	Parainfluenza	3065566	5731661
LA_PRIV_2024.Mix10.rand.12	LA_PRIV_2024	10	472623	GCF_002815255	1405	8	100	3.55708690694561	Parainfluenza	4921707	6389961
LA_PRIV_2024.Mix5.rand.34	LA_PRIV_2024	5	53	NA	NA	NA	NA	NA	Parainfluenza	959026	11127586
LA_PRIV_2024.Mix6.rand.58	LA_PRIV_2024	6	149486	GCF_002815255	1304	3	100	3.75691732165182	Parainfluenza	2893870	8922904
LA_PRIV_2024.Mix8.rand.13	LA_PRIV_2024	8	40159	GCF_002815255	13193	3	99.8900397421779	0.313139914441538	Parainfluenza	4541179	16902983
LA_PRIV_2024.Mix2.rand.7	LA_PRIV_2024	2	6	NA	NA	NA	NA	NA	Parainfluenza	1078481	3860080
LA_PRIV_2024.Mix10.rand.59	LA_PRIV_2024	10	698320	GCF_006298365	10424	25	100	0.431347441049229	Parainfluenza	4966692	30238348
LA_PRIV_2024.Mix4.rand.69	LA_PRIV_2024	4	6052	GCF_000850205	128	15	100	24.7075659532106	Parainfluenza	1336567	5515356
LA_PRIV_2024.Mix3.rand.8	LA_PRIV_2024	3	2165	GCF_002815255	489	21	100	9.48096469597642	Parainfluenza	3312955	1844578
LA_PRIV_2024.Mix7.rand.18	LA_PRIV_2024	7	903453	GCF_006298365	325	30	100	15.1000629208418	Parainfluenza	3538959	618799
LA_PRIV_2024.Mix7.rand.83	LA_PRIV_2024	7	74851	GCF_006298365	3433	7	100	0.993849471576517	Parainfluenza	5137062	14855358
LA_PRIV_2024.Mix2.rand.27	LA_PRIV_2024	2	2	NA	NA	NA	NA	NA	Parainfluenza	242218	10848574
LA_PRIV_2024.Mix10.rand.64	LA_PRIV_2024	10	224957	GCF_002815255	12949	11	100	0.340647373302625	Parainfluenza	5245542	19754236
LA_PRIV_2024.Mix7.rand.31	LA_PRIV_2024	7	524622	GCF_006298365	1236	17	100	3.48358745306766	Parainfluenza	4403440	35571252
LA_PRIV_2024.Mix8.rand.70	LA_PRIV_2024	8	348872	GCF_002815255	7203	1	99.8771	0.614964222326909	Parainfluenza	6387305	5624709
LA_PRIV_2024.Mix8.rand.21	LA_PRIV_2024	8	718256	GCF_006298365	7101	18	92.3683726330935	0.581952544096698	Parainfluenza	4992047	3110076
LA_PRIV_2024.Mix3.rand.74	LA_PRIV_2024	3	102516	GCF_002815255	7070	1	99.8577	0.7295010902356	Parainfluenza	4212816	3645594
LA_PRIV_2024.Mix2.rand.64	LA_PRIV_2024	2	102313	GCF_002815255	109	1	99.8642	28.7783058428851	Parainfluenza	531125	14880647
LA_PRIV_2024.Mix8.rand.83	LA_PRIV_2024	8	74967	GCF_006298365	3442	9	100	0.999510001334093	Parainfluenza	5341407	17481053
LA_PRIV_2024.Mix7.rand.23	LA_PRIV_2024	7	147629	GCF_002815255	1713	1	99.8642	2.68066866546415	Parainfluenza	4905246	17621188
LA_PRIV_2024.Mix5.rand.28	LA_PRIV_2024	5	2303	GCF_002815255	778	22	100	6.85423806942589	Parainfluenza	3229704	5128637
LA_PRIV_2024.Mix2.rand.94	LA_PRIV_2024	2	87304	GCF_006298365	440	2	99.6766349383517	8.0620187479076	Parainfluenza	323854	17446
LA_PRIV_2024.Mix6.rand.15	LA_PRIV_2024	6	189811	GCF_006298365	1663	17	100	2.85714799192709	Parainfluenza	3004395	4942604
LA_PRIV_2024.Mix6.rand.96	LA_PRIV_2024	6	102641	GCF_002815255	3170	1	99.8577	1.3133205063429	Parainfluenza	6788629	21645781
LA_PRIV_2024.Mix5.rand.47	LA_PRIV_2024	5	25792	GCF_002815255	328	1	99.8577	11.2263149475766	Parainfluenza	2667784	3126296
LA_PRIV_2024.Mix8.rand.51	LA_PRIV_2024	8	231679	GCF_002815255	1714	5	100	2.83317678411499	Parainfluenza	3812747	30999465
LA_PRIV_2024.Mix6.rand.62	LA_PRIV_2024	6	525977	GCF_006298365	350	23	100	12.0588505227785	Parainfluenza	5446328	2789982
LA_PRIV_2024.Mix7.rand.58	LA_PRIV_2024	7	149524	GCF_002815255	5327	3	100	0.674048774423183	Parainfluenza	3604077	11613034
LA_PRIV_2024.Mix9.rand.49	LA_PRIV_2024	9	490887	GCF_002815255	8457	10	100	0.53842490844958	Parainfluenza	6823951	9822350
LA_PRIV_2024.Mix9.rand.67	LA_PRIV_2024	9	390253	GCF_002815255	663	3	99.7736045116704	6.21692961776381	Parainfluenza	4625766	3468594
LA_PRIV_2024.Mix2.rand.92	LA_PRIV_2024	2	35037	GCF_002815255	370	3	99.1398	13.3583728388176	Parainfluenza	1526101	2002148
LA_PRIV_2024.Mix5.rand.18	LA_PRIV_2024	5	449038	GCF_002815255	274	3	100	15.5443423239423	Parainfluenza	2919218	366363
LA_PRIV_2024.Mix4.rand.40	LA_PRIV_2024	4	34000	GCF_006298365	3010	14	100	1.05898915988089	Parainfluenza	2177823	2679878
LA_PRIV_2024.Mix7.rand.90	LA_PRIV_2024	7	2298	GCF_002815255	911	22	100	5.37460542637483	Parainfluenza	5529712	15073895
LA_PRIV_2024.Mix4.rand.28	LA_PRIV_2024	4	2275	GCF_002815255	530	22	100	9.34244125913763	Parainfluenza	2422289	4363502
LA_PRIV_2024.Mix7.rand.53	LA_PRIV_2024	7	131183	GCF_002815255	8653	3	100	0.535270059235234	Parainfluenza	6550776	14586781
LA_PRIV_2024.Mix7.rand.99	LA_PRIV_2024	7	58609	GCF_002815255	551	8	100	9.40025596662954	Parainfluenza	2745705	3589020
LA_PRIV_2024.Mix9.rand.82	LA_PRIV_2024	9	45190	GCF_002815255	8312	2	99.9159021870728	0.537481965356088	Parainfluenza	5899458	36183838
LA_PRIV_2024.Mix5.rand.46	LA_PRIV_2024	5	107436	GCF_002815255	8458	1	99.8577	0.584615081706016	Parainfluenza	5230488	3039402
LA_PRIV_2024.Mix4.rand.32	LA_PRIV_2024	4	459311	GCF_006298365	122	5	100	27.1545708304257	Parainfluenza	1095639	315705
LA_PRIV_2024.Mix10.rand.43	LA_PRIV_2024	10	182228	GCF_000850205	6020	18	100	0.643954875587553	Parainfluenza	5613187	25792966
LA_PRIV_2024.Mix6.rand.74	LA_PRIV_2024	6	900791	GCF_002815255	7114	24	100	0.758073754936562	Parainfluenza	6738072	4289066
LA_PRIV_2024.Mix5.rand.24	LA_PRIV_2024	5	102540	GCF_002815255	2350	1	99.8642	2.09244370484903	Parainfluenza	3333762	19790093
LA_PRIV_2024.Mix2.rand.98	LA_PRIV_2024	2	321	NA	NA	NA	NA	NA	Parainfluenza	2288083	8730027
LA_PRIV_2024.Mix6.rand.45	LA_PRIV_2024	6	559037	GCF_002815255	2044	21	100	2.52748663235533	Parainfluenza	3308137	19469518
LA_PRIV_2024.Mix10.rand.20	LA_PRIV_2024	10	479845	GCF_002815255	9020	13	100	0.518031448037314	Parainfluenza	7251362	5129239
LA_PRIV_2024.Mix7.rand.59	LA_PRIV_2024	7	239999	GCF_002815255	8076	7	99.6443279118573	0.563355870737123	Parainfluenza	3340876	21681858
LA_PRIV_2024.Mix4.rand.62	LA_PRIV_2024	4	80037	GCF_002815255	284	9	100	13.0782455719483	Parainfluenza	2604868	1188533
LA_PRIV_2024.Mix10.rand.54	LA_PRIV_2024	10	6157340	GCF_002815255	8086	4	100	0.407704812475998	Parainfluenza	14479039	28871901
LA_PRIV_2024.Mix8.rand.84	LA_PRIV_2024	8	6282350	GCF_002815255	1515	4	100	2.89817705560008	Parainfluenza	12835083	33426616
LA_PRIV_2024.Mix7.rand.52	LA_PRIV_2024	7	11115	GCF_006298365	11203	13	95.3563906821963	0.330509299048598	Parainfluenza	6697111	10171752
LA_PRIV_2024.Mix6.rand.53	LA_PRIV_2024	6	28815	GCF_002815255	8635	3	99.8576794605809	0.527617747776163	Parainfluenza	5590007	13343232
LA_PRIV_2024.Mix6.rand.79	LA_PRIV_2024	6	35527	GCF_002815255	7681	3	99.2885421289355	0.575595457475036	Parainfluenza	3100140	26264601
LA_PRIV_2024.Mix4.rand.68	LA_PRIV_2024	4	23550	GCF_002815255	1895	5	99.7090072429907	2.40901164425944	Parainfluenza	2787553	24998938
LA_PRIV_2024.Mix7.rand.75	LA_PRIV_2024	7	935344	GCF_006298365	1107	25	100	3.79071071173525	Parainfluenza	5509576	34154188
LA_PRIV_2024.Mix7.rand.21	LA_PRIV_2024	7	718249	GCF_006298365	7015	18	92.3683726330935	0.586951366710627	Parainfluenza	3809364	2935965
LA_PRIV_2024.Mix10.rand.99	LA_PRIV_2024	10	147938	GCF_002815255	3015	21	100	1.43985296876102	Parainfluenza	4473730	11504391
LA_PRIV_2024.Mix8.rand.7	LA_PRIV_2024	8	132583	GCF_002815255	1305	5	100	3.42218760839545	Parainfluenza	6474859	18469302
LA_PRIV_2024.Mix2.rand.90	LA_PRIV_2024	2	258	GCF_006298365	224	2	3.12379181415929	0.714972984975205	Parainfluenza	2719455	505084
LA_PRIV_2024.Mix5.rand.7	LA_PRIV_2024	5	103030	GCF_002815255	1436	1	99.8642	3.39547709520794	Parainfluenza	4783923	17717369
LA_PRIV_2024.Mix3.rand.90	LA_PRIV_2024	3	2163	GCF_002815255	572	21	100	9.4026423309773	Parainfluenza	2268510	1737178
LA_PRIV_2024.Mix5.rand.43	LA_PRIV_2024	5	156533	GCF_002815255	3670	5	100	0.964107567443774	Parainfluenza	4015057	13898807
LA_PRIV_2024.Mix6.rand.18	LA_PRIV_2024	6	449038	GCF_002815255	278	3	100	15.3712118962052	Parainfluenza	2932243	371356
LA_PRIV_2024.Mix5.rand.78	LA_PRIV_2024	5	103005	GCF_002815255	550	1	99.8577	7.98378423099197	Parainfluenza	4793980	2124812
LA_PRIV_2024.Mix6.rand.4	LA_PRIV_2024	6	909199	GCF_006298365	7351	20	100	0.629935396081849	Parainfluenza	5327622	1919998
LA_PRIV_2024.Mix6.rand.66	LA_PRIV_2024	6	128118	GCF_002815255	3756	5	100	0.929760197622868	Parainfluenza	3317124	18363042
LA_PRIV_2024.Mix10.rand.78	LA_PRIV_2024	10	140119	GCF_002815255	2663	2	99.9288493616745	1.83094318873966	Parainfluenza	7894783	5800033
LA_PRIV_2024.Mix4.rand.1	LA_PRIV_2024	4	102607	GCF_002815255	4081	1	99.8642	0.872069874026821	Parainfluenza	3592397	18380313
LA_PRIV_2024.Mix4.rand.4	LA_PRIV_2024	4	478324	GCF_006298365	6930	5	100	0.646930019613091	Parainfluenza	3267279	1544652
LA_PRIV_2024.Mix7.rand.12	LA_PRIV_2024	7	471841	GCF_002815255	41	7	100	58.5828528919472	Parainfluenza	1381727	4656687
LA_PRIV_2024.Mix4.rand.12	LA_PRIV_2024	4	471539	GCF_002815255	36	7	100	61.4490265693886	Parainfluenza	1105031	3120050
LA_PRIV_2024.Mix7.rand.34	LA_PRIV_2024	7	34963	GCF_002815255	1005	3	99.1398	4.53599888737975	Parainfluenza	2282986	11571031
LA_PRIV_2024.Mix3.rand.27	LA_PRIV_2024	3	13	NA	NA	NA	NA	NA	Parainfluenza	2168725	21175184
LA_PRIV_2024.Mix2.rand.66	LA_PRIV_2024	2	5212	GCF_006298365	6830	13	22.1251769659624	0.145959490588151	Parainfluenza	1972112	891007
LA_PRIV_2024.Mix4.rand.78	LA_PRIV_2024	4	102406	GCF_002815255	360	1	99.8577	11.1829763810324	Parainfluenza	2939811	2124812
LA_PRIV_2024.Mix4.rand.74	LA_PRIV_2024	4	446088	GCF_002815255	7088	8	100	0.754630262804106	Parainfluenza	6093507	4003494
LA_PRIV_2024.Mix4.rand.77	LA_PRIV_2024	4	10177	GCF_006298365	3759	16	92.2907359578207	0.815518045408411	Parainfluenza	1679127	4134468
LA_PRIV_2024.Mix10.rand.40	LA_PRIV_2024	10	381619	GCF_002815255	3615	2	100	0.896332736512131	Parainfluenza	6195749	8695546
LA_PRIV_2024.Mix6.rand.97	LA_PRIV_2024	6	95805	GCF_006298365	8216	6	100	0.613828749449305	Parainfluenza	3956373	4132072
LA_PRIV_2024.Mix5.rand.73	LA_PRIV_2024	5	102548	GCF_002815255	6766	1	99.8577	0.742568305222506	Parainfluenza	3587797	8033014
LA_PRIV_2024.Mix2.rand.28	LA_PRIV_2024	2	2141	GCF_002815255	113	21	100	26.2611674615436	Parainfluenza	1024440	2625695
LA_PRIV_2024.Mix2.rand.9	LA_PRIV_2024	2	4893	GCF_002815255	23	5	8.46590715384615	6.68436909564418	Parainfluenza	803790	3540879
LA_PRIV_2024.Mix6.rand.48	LA_PRIV_2024	6	8316	GCF_006298365	795	10	98.8035409759622	5.38599577638087	Parainfluenza	1985794	15418122
LA_PRIV_2024.Mix7.rand.29	LA_PRIV_2024	7	182460	GCF_000850205	6908	18	100	0.684836792650104	Parainfluenza	3469073	3441724
LA_PRIV_2024.Mix2.rand.43	LA_PRIV_2024	2	23551	GCF_002815255	315	5	99.7090072429907	13.6356399915092	Parainfluenza	2863288	10779152
LA_PRIV_2024.Mix6.rand.1	LA_PRIV_2024	6	147191	GCF_002815255	4229	1	99.8642	0.837987007700949	Parainfluenza	4437599	19572350
LA_PRIV_2024.Mix5.rand.65	LA_PRIV_2024	5	446230	GCF_002815255	34	8	100	26.5999836025252	Parainfluenza	3464043	5796129
LA_PRIV_2024.Mix3.rand.66	LA_PRIV_2024	3	102351	GCF_002815255	3498	1	99.8642	0.959546904449859	Parainfluenza	1241332	17570777
LA_PRIV_2024.Mix4.rand.81	LA_PRIV_2024	4	5809675	GCF_002815255	112	3	100	26.1036081435195	Parainfluenza	7831154	19529169
LA_PRIV_2024.Mix3.rand.71	LA_PRIV_2024	3	633	GCF_002815255	245	15	32.3438510328068	5.10311329707446	Parainfluenza	3001661	377499
LA_PRIV_2024.Mix4.rand.99	LA_PRIV_2024	4	58473	GCF_002815255	138	8	100	28.4660793425798	Parainfluenza	1164414	1178095
LA_PRIV_2024.Mix6.rand.32	LA_PRIV_2024	6	459322	GCF_006298365	418	5	100	10.3797806008469	Parainfluenza	3242050	21218241
LA_PRIV_2024.Mix9.rand.97	LA_PRIV_2024	9	198473	GCF_006298365	8282	19	100	0.642001810503736	Parainfluenza	5171524	6639610
LA_PRIV_2024.Mix9.rand.19	LA_PRIV_2024	9	10630	GCF_006298365	10469	12	95.1752298148528	0.339879721010392	Parainfluenza	6233338	24219443
LA_PRIV_2024.Mix2.rand.42	LA_PRIV_2024	2	6	NA	NA	NA	NA	NA	Parainfluenza	1206813	22089815
